Team,Sport,Age,x
Czech Republic,Diving,24.0,-1976.0
Czech Republic,Equestrian,35.5,-1964.5
Czech Republic,Equestrianism,33.0,-1967.0
Czech Republic,Fencing,26.8,-1973.2
Czech Republic,Football,21.5625,-1978.4375
Czech Republic,Golf,25.333333333333332,-1974.6666666666667
Czech Republic,Gymnastics,20.42,-1979.58
Czech Republic,Judo,24.77777777777778,-1975.2222222222222
Czech Republic,Marathon Swimming,25.0,-1975.0
Czech Republic,Modern Pentathlon,26.857142857142858,-1973.142857142857
Czech Republic,Rhythmic Gymnastics,19.0,-1981.0
Czech Republic,Rowing,26.28787878787879,-1973.7121212121212
Czech Republic,Sailing,31.1,-1968.9
Czech Republic,Shooting,28.7196261682243,-1971.2803738317757
Czech Republic,Sport Climbing,28.0,-1972.0
Czech Republic,Swimming,23.228813559322035,-1976.7711864406779
Czech Republic,Synchronized Swimming,27.5,-1972.5
Czech Republic,Table Tennis,28.96,-1971.04
Czech Republic,Tennis,26.016393442622952,-1973.983606557377
Czech Republic,Trampolining,24.666666666666668,-1975.3333333333333
Czech Republic,Triathlon,28.210526315789473,-1971.7894736842106
Czech Republic,Weightlifting,26.5,-1973.5
Czech Republic,Wrestling,28.416666666666668,-1971.5833333333333
Czech Republic-1,Beach Volleyball,24.25,-1975.75
Czech Republic-1,Canoeing,28.5,-1971.5
Czech Republic-1,Tennis,27.0,-1973.0
Czech Republic-2,Beach Volleyball,31.0,-1969.0
Czech Republic-2,Canoeing,26.625,-1973.375
Czech Republic-2,Tennis,27.7,-1972.3
Czechoslovakia,Archery,32.75,-1967.25
Czechoslovakia,Art Competitions,41.94805194805195,-1958.051948051948
Czechoslovakia,Athletics,25.52974504249292,-1974.470254957507
Czechoslovakia,Badminton,21.5,-1978.5
Czechoslovakia,Basketball,24.06611570247934,-1975.9338842975208
Czechoslovakia,Boxing,23.608695652173914,-1976.391304347826
Czechoslovakia,Canoeing,25.141025641025642,-1974.8589743589744
Czechoslovakia,Cycling,24.053691275167786,-1975.9463087248323
Czechoslovakia,Diving,22.333333333333332,-1977.6666666666667
Czechoslovakia,Equestrianism,34.520833333333336,-1965.4791666666667
Czechoslovakia,Fencing,32.0609756097561,-1967.939024390244
Czechoslovakia,Football,25.273809523809526,-1974.7261904761904
Czechoslovakia,Gymnastics,23.836501901140686,-1976.1634980988592
Czechoslovakia,Handball,25.897727272727273,-1974.1022727272727
Czechoslovakia,Hockey,26.0625,-1973.9375
Czechoslovakia,Ice Hockey,29.125,-1970.875
Czechoslovakia,Judo,27.470588235294116,-1972.5294117647059
Czechoslovakia,Modern Pentathlon,25.785714285714285,-1974.2142857142858
Czechoslovakia,Rhythmic Gymnastics,16.75,-1983.25
Czechoslovakia,Rowing,24.6,-1975.4
Czechoslovakia,Sailing,30.4,-1969.6
Czechoslovakia,Shooting,31.686666666666667,-1968.3133333333333
Czechoslovakia,Swimming,19.483870967741936,-1980.516129032258
Czechoslovakia,Synchronized Swimming,17.0,-1983.0
Czechoslovakia,Table Tennis,23.25,-1976.75
Czechoslovakia,Tennis,25.84,-1974.16
Czechoslovakia,Volleyball,25.927710843373493,-1974.0722891566265
Czechoslovakia,Water Polo,25.032258064516128,-1974.967741935484
Czechoslovakia,Weightlifting,26.033898305084747,-1973.9661016949153
Czechoslovakia,Wrestling,25.88888888888889,-1974.111111111111
Czechoslovakia-1,Canoeing,28.25,-1971.75
Czechoslovakia-1,Tennis,28.0,-1972.0
Czechoslovakia-2,Canoeing,28.5,-1971.5
Czechoslovakia-2,Tennis,28.0,-1972.0
Czechoslovakia-3,Canoeing,28.0,-1972.0
Czechoslovakia-3,Tennis,31.5,-1968.5
Daisy,Sailing,35.2,-1964.8
Damoiselle,Sailing,39.333333333333336,-1960.6666666666667
Damoiselle IV,Sailing,31.333333333333332,-1968.6666666666667
Danaldo,Sailing,29.5,-1970.5
Dansk Idrts Forbund,Rowing,27.454545454545453,-1972.5454545454545
Danuta,Sailing,26.0,-1974.0
Danzig,Sailing,29.0,-1971.0
"Davenport Turngemeinde, Davenport",Gymnastics,23.0,-1977.0
DeRuyter,Sailing,32.0,-1968.0
Demi-Mondaine-15,Sailing,,
Demi-Mondaine-17,Sailing,,
Democratic Republic of the Congo,Athletics,26.0,-1974.0
Democratic Republic of the Congo,Boxing,24.0,-1976.0
Democratic Republic of the Congo,Judo,28.0,-1972.0
Democratic Republic of the Congo,Taekwondo,21.0,-1979.0
Denmark,Archery,25.571428571428573,-1974.4285714285713
Denmark,Art Competitions,44.46153846153846,-1955.5384615384614
Denmark,Athletics,25.435897435897434,-1974.5641025641025
Denmark,Badminton,27.34426229508197,-1972.655737704918
Denmark,Boxing,23.154761904761905,-1976.845238095238
Denmark,Canoe Sprint,23.0,-1977.0
Denmark,Canoeing,25.758064516129032,-1974.241935483871
Denmark,Cycling,24.4858934169279,-1975.5141065830721
Denmark,Cycling BMX Racing,27.0,-1973.0
Denmark,Cycling Mountain Bike,24.0,-1976.0
Denmark,Cycling Road,27.25,-1972.75
Denmark,Cycling Track,27.285714285714285,-1972.7142857142858
Denmark,Diving,23.344827586206897,-1976.655172413793
Denmark,Equestrian,33.5,-1966.5
Denmark,Equestrianism,34.40875912408759,-1965.5912408759125
Denmark,Fencing,30.882096069868997,-1969.117903930131
Denmark,Football,24.158940397350992,-1975.841059602649
Denmark,Golf,26.5,-1973.5
Denmark,Gymnastics,25.523972602739725,-1974.4760273972602
Denmark,Handball,27.097701149425287,-1972.9022988505747
Denmark,Hockey,27.217391304347824,-1972.7826086956522
Denmark,Judo,23.0,-1977.0
Denmark,Modern Pentathlon,28.04,-1971.96
Denmark,Rhythmic Gymnastics,17.0,-1983.0
Denmark,Rowing,25.10566037735849,-1974.8943396226416
Denmark,Sailing,29.078787878787878,-1970.9212121212122
Denmark,Shooting,34.44368600682594,-1965.5563139931742
Denmark,Skateboarding,46.0,-1954.0
Denmark,Swimming,20.994579945799458,-1979.0054200542006
Denmark,Table Tennis,26.454545454545453,-1973.5454545454545
Denmark,Taekwondo,26.25,-1973.75
Denmark,Tennis,24.976190476190474,-1975.0238095238096
Denmark,Trampolining,28.0,-1972.0
Denmark,Triathlon,28.571428571428573,-1971.4285714285713
Denmark,Weightlifting,26.653846153846153,-1973.3461538461538
Denmark,Wrestling,26.97,-1973.03
Denmark-1,Badminton,26.807692307692307,-1973.1923076923076
Denmark-1,Tennis,25.75,-1974.25
Denmark-2,Badminton,27.923076923076923,-1972.076923076923
Denmark-2,Tennis,29.0,-1971.0
Denmark-3,Tennis,23.0,-1977.0
Denmark-4,Tennis,27.5,-1972.5
Denmark/Sweden,Tug-Of-War,30.833333333333332,-1969.1666666666667
Deutscher Schwimm Verband Berlin,Swimming,19.5,-1980.5
Devon and Somerset Wanderers,Cricket,25.363636363636363,-1974.6363636363637
Diablo,Sailing,29.5,-1970.5
Diabolo St Maurice,Equestrianism,51.0,-1949.0
Dick-8,Sailing,,
Digby,Equestrianism,33.0,-1967.0
Dinah V,Sailing,33.333333333333336,-1966.6666666666667
Djibouti,Athletics,25.103448275862068,-1974.896551724138
Djibouti,Judo,21.75,-1978.25
Djibouti,Sailing,28.75,-1971.25
Djibouti,Swimming,20.333333333333332,-1979.6666666666667
Djibouti,Table Tennis,18.0,-1982.0
Djinn,Sailing,44.8,-1955.2
Dolfijn,Sailing,38.0,-1962.0
Dominica,Athletics,24.294117647058822,-1975.7058823529412
Dominica,Swimming,24.666666666666668,-1975.3333333333333
Dominican Republic,Archery,23.0,-1977.0
Dominican Republic,Athletics,24.475,-1975.525
Dominican Republic,Baseball,23.157894736842106,-1976.842105263158
Dominican Republic,Baseball/Softball,30.375,-1969.625
Dominican Republic,Boxing,21.857142857142858,-1978.142857142857
Dominican Republic,Cycling,31.0,-1969.0
Dominican Republic,Diving,23.0,-1977.0
Dominican Republic,Equestrian,50.5,-1949.5
Dominican Republic,Equestrianism,48.0,-1952.0
Dominican Republic,Gymnastics,19.0,-1981.0
Dominican Republic,Judo,24.321428571428573,-1975.6785714285713
Dominican Republic,Rowing,22.0,-1978.0
Dominican Republic,Sailing,27.0,-1973.0
Dominican Republic,Shooting,37.666666666666664,-1962.3333333333333
Dominican Republic,Swimming,20.6,-1979.4
Dominican Republic,Synchronized Swimming,,
Dominican Republic,Table Tennis,27.0,-1973.0
Dominican Republic,Taekwondo,26.22222222222222,-1973.7777777777778
Dominican Republic,Tennis,29.5,-1970.5
Dominican Republic,Volleyball,26.305555555555557,-1973.6944444444443
Dominican Republic,Weightlifting,25.04,-1974.96
Dominican Republic,Wrestling,24.6,-1975.4
Don Schufro,Equestrianism,30.0,-1970.0
Donar III,Sailing,33.0,-1967.0
Dormy-1,Sailing,38.0,-1962.0
Dow Jones,Equestrianism,58.0,-1942.0
Dresden,Sailing,36.0,-1964.0
Druzhba,Sailing,33.333333333333336,-1966.6666666666667
Ducky-16,Sailing,,
Ducky-4,Sailing,,
Dylan-2,Motorboating,33.5,-1966.5
EA II,Sailing,41.166666666666664,-1958.8333333333333
East Germany,Athletics,24.316939890710383,-1975.6830601092897
East Germany,Boxing,23.711111111111112,-1976.2888888888888
East Germany,Canoeing,22.688172043010752,-1977.3118279569892
East Germany,Cycling,24.054054054054053,-1975.945945945946
East Germany,Diving,20.74418604651163,-1979.2558139534883
East Germany,Equestrianism,30.214285714285715,-1969.7857142857142
East Germany,Fencing,26.18,-1973.82
East Germany,Football,24.96078431372549,-1975.0392156862745
East Germany,Gymnastics,21.557142857142857,-1978.442857142857
East Germany,Handball,26.380281690140844,-1973.619718309859
East Germany,Hockey,26.071428571428573,-1973.9285714285713
East Germany,Judo,25.61904761904762,-1974.3809523809523
East Germany,Modern Pentathlon,27.0,-1973.0
East Germany,Rowing,23.814634146341465,-1976.1853658536586
East Germany,Sailing,29.4468085106383,-1970.5531914893618
East Germany,Shooting,26.309859154929576,-1973.6901408450703
East Germany,Swimming,18.748502994011975,-1981.251497005988
East Germany,Volleyball,24.166666666666668,-1975.8333333333333
East Germany,Water Polo,26.0,-1974.0
East Germany,Weightlifting,24.677419354838708,-1975.3225806451612
East Germany,Wrestling,24.789473684210527,-1975.2105263157894
East Germany-1,Canoeing,22.5,-1977.5
East Germany-2,Canoeing,25.5,-1974.5
East Germany-3,Canoeing,21.5,-1978.5
East Timor,Athletics,22.0,-1978.0
East Timor,Swimming,19.5,-1980.5
Ecuador,Archery,30.0,-1970.0
Ecuador,Athletics,27.181818181818183,-1972.8181818181818
Ecuador,Boxing,23.04,-1976.96
Ecuador,Canoeing,34.0,-1966.0
Ecuador,Cycling,23.423076923076923,-1976.576923076923
Ecuador,Cycling BMX Racing,26.5,-1973.5
Ecuador,Cycling Road,26.0,-1974.0
Ecuador,Diving,19.5,-1980.5
Ecuador,Equestrian,40.0,-1960.0
Ecuador,Equestrianism,34.666666666666664,-1965.3333333333333
Ecuador,Golf,26.0,-1974.0
Ecuador,Gymnastics,22.333333333333332,-1977.6666666666667
Ecuador,Judo,26.15,-1973.85
Ecuador,Marathon Swimming,23.0,-1977.0
Ecuador,Modern Pentathlon,26.0,-1974.0
Ecuador,Rowing,24.0,-1976.0
Ecuador,Sailing,19.0,-1981.0
Ecuador,Shooting,34.95,-1965.05
Ecuador,Surfing,30.0,-1970.0
Ecuador,Swimming,20.74,-1979.26
Ecuador,Table Tennis,24.5,-1975.5
Ecuador,Taekwondo,26.0,-1974.0
Ecuador,Tennis,23.666666666666668,-1976.3333333333333
Ecuador,Triathlon,29.333333333333332,-1970.6666666666667
Ecuador,Weightlifting,26.2,-1973.8
Ecuador,Wrestling,22.272727272727273,-1977.7272727272727
Edelweiss II-1,Sailing,35.333333333333336,-1964.6666666666667
Egypt,Archery,28.666666666666668,-1971.3333333333333
Egypt,Art Competitions,,
Egypt,Artistic Gymnastics,20.529411764705884,-1979.4705882352941
Egypt,Artistic Swimming,19.8,-1980.2
Egypt,Athletics,24.444444444444443,-1975.5555555555557
Egypt,Badminton,24.0,-1976.0
Egypt,Basketball,24.541666666666668,-1975.4583333333333
Egypt,Beach Volleyball,18.5,-1981.5
Egypt,Boxing,24.8,-1975.2
Egypt,Canoe Sprint,23.333333333333332,-1976.6666666666667
Egypt,Canoeing,21.75,-1978.25
Egypt,Cycling,22.833333333333332,-1977.1666666666667
Egypt,Cycling Track,24.0,-1976.0
Egypt,Diving,22.071428571428573,-1977.9285714285713
Egypt,Equestrian,30.0,-1970.0
Egypt,Equestrianism,32.6,-1967.4
Egypt,Fencing,26.502702702702702,-1973.4972972972973
Egypt,Football,23.975,-1976.025
Egypt,Gymnastics,20.885057471264368,-1979.1149425287356
Egypt,Handball,26.067961165048544,-1973.9320388349515
Egypt,Hockey,25.6875,-1974.3125
Egypt,Judo,25.536585365853657,-1974.4634146341464
Egypt,Karate,24.0,-1976.0
Egypt,Modern Pentathlon,22.41176470588235,-1977.5882352941176
Egypt,Rhythmic Gymnastics,18.125,-1981.875
Egypt,Rowing,27.19607843137255,-1972.8039215686274
Egypt,Sailing,24.4,-1975.6
Egypt,Shooting,31.514851485148515,-1968.4851485148515
Egypt,Swimming,21.166666666666668,-1978.8333333333333
Egypt,Synchronized Swimming,18.4,-1981.6
Egypt,Table Tennis,25.382978723404257,-1974.6170212765958
Egypt,Taekwondo,23.57894736842105,-1976.421052631579
Egypt,Tennis,27.5,-1972.5
Egypt,Trampoline Gymnastics,22.5,-1977.5
Egypt,Triathlon,22.0,-1978.0
Egypt,Volleyball,25.95,-1974.05
Egypt,Water Polo,23.434782608695652,-1976.5652173913043
Egypt,Weightlifting,24.545454545454547,-1975.4545454545455
Egypt,Wrestling,25.424242424242426,-1974.5757575757575
Eissero VI,Sailing,40.5,-1959.5
El Salvador,Archery,20.5,-1979.5
El Salvador,Art Competitions,32.0,-1968.0
El Salvador,Athletics,22.894736842105264,-1977.1052631578948
El Salvador,Boxing,22.666666666666668,-1977.3333333333333
El Salvador,Cycling,25.235294117647058,-1974.764705882353
El Salvador,Football,23.61111111111111,-1976.388888888889
El Salvador,Judo,25.1,-1974.9
El Salvador,Rowing,21.333333333333332,-1978.6666666666667
El Salvador,Sailing,33.6,-1966.4
El Salvador,Shooting,37.041666666666664,-1962.9583333333333
El Salvador,Swimming,17.0,-1983.0
El Salvador,Tennis,22.0,-1978.0
El Salvador,Weightlifting,26.625,-1973.375
El Salvador,Wrestling,26.6,-1973.4
Eleda,Sailing,27.857142857142858,-1972.142857142857
Elisabeth V,Sailing,28.666666666666668,-1971.3333333333333
Elisabeth X,Sailing,29.6,-1970.4
Elsie,Sailing,31.0,-1969.0
Elvis Va,Equestrianism,43.0,-1957.0
Emily,Sailing,32.2,-1967.8
Encore,Sailing,32.333333333333336,-1967.6666666666667
England,Cycling,27.272727272727273,-1972.7272727272727
England-1,Cycling,27.272727272727273,-1972.7272727272727
England-1,Hockey,25.181818181818183,-1974.8181818181818
Enotria,Sailing,35.0,-1965.0
Equatorial Guinea,Athletics,22.641025641025642,-1977.3589743589744
Equatorial Guinea,Judo,42.0,-1958.0
Equatorial Guinea,Swimming,24.0,-1976.0
Eritrea,Athletics,24.76,-1975.24
Eritrea,Cycling,25.0,-1975.0
Eritrea,Cycling Road,26.5,-1973.5
Eritrea,Swimming,25.0,-1975.0
Erna Signe,Sailing,28.8,-1971.2
Escapade,Sailing,25.0,-1975.0
Espadarte,Sailing,36.0,-1964.0
Espardate,Sailing,32.5,-1967.5
Esperia,Sailing,29.4,-1970.6
Espuma del Mar,Sailing,39.25,-1960.75
Essen,Sailing,21.0,-1979.0
Esterel-1,Sailing,44.0,-1956.0
Estonia,Archery,21.4,-1978.6
Estonia,Athletics,26.75,-1973.25
Estonia,Badminton,26.428571428571427,-1973.5714285714287
Estonia,Basketball,23.125,-1976.875
Estonia,Beach Volleyball,31.0,-1969.0
Estonia,Boxing,22.0,-1978.0
Estonia,Canoeing,26.0,-1974.0
Estonia,Cycling,27.0,-1973.0
Estonia,Cycling Mountain Bike,31.0,-1969.0
Estonia,Cycling Road,33.333333333333336,-1966.6666666666667
Estonia,Equestrian,40.0,-1960.0
Estonia,Fencing,28.526315789473685,-1971.4736842105262
Estonia,Football,23.545454545454547,-1976.4545454545455
Estonia,Judo,27.7,-1972.3
Estonia,Modern Pentathlon,25.0,-1975.0
Estonia,Rhythmic Gymnastics,24.0,-1976.0
Estonia,Rowing,27.2,-1972.8
Estonia,Sailing,26.40740740740741,-1973.5925925925926
Estonia,Shooting,33.92857142857143,-1966.0714285714287
Estonia,Swimming,21.40740740740741,-1978.5925925925926
Estonia,Table Tennis,31.0,-1969.0
Estonia,Tennis,22.875,-1977.125
Estonia,Triathlon,26.25,-1973.75
Estonia,Weightlifting,25.4,-1974.6
Estonia,Wrestling,25.055555555555557,-1974.9444444444443
Eswatini,Athletics,33.0,-1967.0
Eswatini,Boxing,28.0,-1972.0
Eswatini,Swimming,21.5,-1978.5
Ethiopia,Athletics,24.080128205128204,-1975.9198717948718
Ethiopia,Boxing,23.51851851851852,-1976.4814814814815
Ethiopia,Cycling,24.84,-1975.16
Ethiopia,Cycling Road,23.0,-1977.0
Ethiopia,Swimming,22.2,-1977.8
Ethiopia,Taekwondo,22.0,-1978.0
Ethnikos Gymnastikos Syllogos,Gymnastics,10.0,-1990.0
Evita VI,Sailing,38.0,-1962.0
Fada,Sailing,35.5,-1964.5
Falcon IV,Sailing,30.0,-1970.0
Falcon VI,Sailing,26.0,-1974.0
Faneca,Sailing,39.0,-1961.0
Fantasio III,Sailing,21.5,-1978.5
Fantlet-2,Sailing,,
Fantlet-7,Sailing,,
Favorite Hammonia-3,Rowing,25.90909090909091,-1974.090909090909
Favorite-1,Sailing,48.666666666666664,-1951.3333333333333
Favorite-17,Sailing,48.666666666666664,-1951.3333333333333
Federated States of Micronesia,Athletics,24.545454545454547,-1975.4545454545455
Federated States of Micronesia,Boxing,30.0,-1970.0
Federated States of Micronesia,Swimming,21.0,-1979.0
Federated States of Micronesia,Weightlifting,27.0,-1973.0
Federated States of Micronesia,Wrestling,32.0,-1968.0
Femur-1,Sailing,24.0,-1976.0
Femur-18,Sailing,24.0,-1976.0
Feo,Sailing,28.4,-1971.6
Fiji,Archery,29.666666666666668,-1970.3333333333333
Fiji,Athletics,25.060606060606062,-1974.939393939394
Fiji,Boxing,20.0,-1980.0
Fiji,Cycling,21.0,-1979.0
Fiji,Football,22.625,-1977.375
Fiji,Judo,27.38888888888889,-1972.611111111111
Fiji,Rugby Sevens,26.28846153846154,-1973.7115384615386
Fiji,Sailing,31.666666666666668,-1968.3333333333333
Fiji,Shooting,47.0,-1953.0
Fiji,Swimming,19.516129032258064,-1980.483870967742
Fiji,Table Tennis,17.5,-1982.5
Fiji,Weightlifting,24.75,-1975.25
Finland,Archery,27.58695652173913,-1972.4130434782608
Finland,Art Competitions,40.666666666666664,-1959.3333333333333
Finland,Athletics,25.97323340471092,-1974.026766595289
Finland,Badminton,26.133333333333333,-1973.8666666666666
Finland,Basketball,23.17391304347826,-1976.8260869565217
Finland,Boxing,24.52054794520548,-1975.4794520547946
Finland,Canoeing,26.19,-1973.81
Finland,Cycling,26.463414634146343,-1973.5365853658536
Finland,Diving,24.693877551020407,-1975.3061224489795
Finland,Equestrian,39.0,-1961.0
Finland,Equestrianism,35.473684210526315,-1964.5263157894738
Finland,Fencing,28.934426229508198,-1971.0655737704917
Finland,Figure Skating,37.333333333333336,-1962.6666666666667
Finland,Football,24.294117647058822,-1975.7058823529412
Finland,Golf,30.375,-1969.625
Finland,Gymnastics,24.994389901823283,-1975.0056100981767
Finland,Hockey,27.636363636363637,-1972.3636363636363
Finland,Judo,25.77777777777778,-1974.2222222222222
Finland,Modern Pentathlon,25.61764705882353,-1974.3823529411766
Finland,Rhythmic Gymnastics,19.25,-1980.75
Finland,Rowing,27.40909090909091,-1972.590909090909
Finland,Sailing,28.038834951456312,-1971.9611650485438
Finland,Shooting,35.77428571428572,-1964.2257142857143
Finland,Skateboarding,28.0,-1972.0
Finland,Swimming,21.253061224489795,-1978.7469387755102
Finland,Synchronized Swimming,18.0,-1982.0
Finland,Table Tennis,25.0,-1975.0
Finland,Taekwondo,28.2,-1971.8
Finland,Tennis,29.142857142857142,-1970.857142857143
Finland,Weightlifting,28.369230769230768,-1971.6307692307691
Finland,Wrestling,27.119565217391305,-1972.8804347826087
Finland-1,Tennis,27.5,-1972.5
Finland-2,Tennis,34.0,-1966.0
Finn II,Sailing,32.0,-1968.0
Firebird II,Sailing,27.0,-1973.0
Floresco,Equestrianism,32.0,-1968.0
Formosa,Sailing,29.0,-1971.0
Fornebo,Sailing,30.5,-1969.5
Fortuna,Sailing,36.0,-1964.0
Foxhunters Hurlingham,Polo,36.6,-1963.4
Fram,Sailing,30.6,-1969.4
Fram III,Sailing,29.0,-1971.0
France,3x3 Basketball,27.25,-1972.75
France,Archery,30.8,-1969.2
France,Art Competitions,45.78021978021978,-1954.2197802197802
France,Artistic Gymnastics,21.484848484848484,-1978.5151515151515
France,Artistic Swimming,22.0,-1978.0
France,Athletics,25.20758483033932,-1974.7924151696607
France,Badminton,25.625,-1974.375
France,Basketball,26.33529411764706,-1973.664705882353
France,Beach Volleyball,32.9,-1967.1
France,Boxing,22.633333333333333,-1977.3666666666666
France,Canoe Slalom,30.75,-1969.25
France,Canoe Sprint,29.4,-1970.6
France,Canoeing,25.93632958801498,-1974.063670411985
France,Croquet,33.733333333333334,-1966.2666666666667
France,Cycling,24.0,-1976.0
France,Cycling BMX Freestyle,23.0,-1977.0
France,Cycling BMX Racing,27.4,-1972.6
France,Cycling Mountain Bike,26.25,-1973.75
France,Cycling Road,25.125,-1974.875
France,Cycling Track,22.862068965517242,-1977.1379310344828
France,Diving,23.895522388059703,-1976.1044776119402
France,Equestrian,37.63636363636363,-1962.3636363636363
France,Equestrianism,37.06483790523691,-1962.9351620947632
France,Fencing,29.293906810035843,-1970.7060931899641
France,Figure Skating,30.5,-1969.5
France,Football,24.33862433862434,-1975.6613756613756
France,Golf,30.818181818181817,-1969.1818181818182
France,Gymnastics,23.313953488372093,-1976.6860465116279
France,Handball,28.131455399061032,-1971.868544600939
France,Hockey,25.75728155339806,-1974.2427184466019
France,Ice Hockey,29.0,-1971.0
France,Judo,26.80503144654088,-1973.1949685534591
France,Karate,26.0,-1974.0
France,Marathon Swimming,26.0,-1974.0
France,Modern Pentathlon,27.314606741573034,-1972.685393258427
France,Polo,35.0,-1965.0
France,Rhythmic Gymnastics,17.55,-1982.45
France,Rowing,25.12562814070352,-1974.8743718592964
France,Rugby,24.566666666666666,-1975.4333333333334
France,Rugby Sevens,26.894736842105264,-1973.1052631578948
France,Sailing,28.870967741935484,-1971.1290322580646
France,Shooting,37.2241054613936,-1962.7758945386065
France,Skateboarding,22.6,-1977.4
France,Sport Climbing,29.75,-1970.25
France,Surfing,31.25,-1968.75
France,Swimming,21.546116504854368,-1978.4538834951456
France,Synchronized Swimming,21.975609756097562,-1978.0243902439024
France,Table Tennis,28.204545454545453,-1971.7954545454545
France,Taekwondo,25.75,-1974.25
France,Tennis,25.635658914728683,-1974.3643410852712
France,Trampoline Gymnastics,25.0,-1975.0
France,Trampolining,26.0,-1974.0
France,Triathlon,27.583333333333332,-1972.4166666666667
France,Volleyball,26.724137931034484,-1973.2758620689656
France,Water Polo,26.46590909090909,-1973.534090909091
France,Weightlifting,26.18487394957983,-1973.81512605042
France,Wrestling,26.124223602484474,-1973.8757763975154
France-1,Canoeing,24.25,-1975.75
France-1,Equestrianism,41.55555555555556,-1958.4444444444443
France-1,Football,23.375,-1976.625
France-1,Table Tennis,25.5,-1974.5
France-1,Tennis,27.894736842105264,-1972.1052631578948
France-2,Canoeing,28.5,-1971.5
France-2,Equestrianism,,
France-2,Football,22.6,-1977.4
France-2,Table Tennis,26.333333333333332,-1973.6666666666667
France-2,Tennis,27.4,-1972.6
France-3,Canoeing,24.0,-1976.0
France-3,Tennis,30.0,-1970.0
France-4,Tennis,26.0,-1974.0
France/Great Britain,Tennis,33.0,-1967.0
Frankfurt Club,Rugby,23.5,-1976.5
Freddy,Sailing,46.0,-1954.0
Freia-19,Sailing,38.0,-1962.0
Freia-5,Sailing,38.0,-1962.0
Freja,Sailing,34.666666666666664,-1965.3333333333333
Frieda,Sailing,21.6,-1978.4
Frimousse,Sailing,,
Frip IV,Sailing,39.5,-1960.5
Fruits,Sailing,30.5,-1969.5
Gabbiano,Sailing,42.666666666666664,-1957.3333333333333
Gabon,Athletics,24.82608695652174,-1975.1739130434783
Gabon,Boxing,25.5,-1974.5
Gabon,Football,20.266666666666666,-1979.7333333333333
Gabon,Judo,28.0,-1972.0
Gabon,Swimming,18.0,-1982.0
Gabon,Taekwondo,29.0,-1971.0
Galatea II,Sailing,31.333333333333332,-1968.6666666666667
Galejan,Sailing,30.666666666666668,-1969.3333333333333
Galerna,Sailing,28.0,-1972.0
Gallant,Sailing,32.0,-1968.0
Gallia II,Sailing,46.4,-1953.6
Galopin De La Font,Equestrianism,41.0,-1959.0
Galopin-20,Sailing,,
Galopin-9,Sailing,,
Galt Football Club,Football,25.083333333333332,-1974.9166666666667
Gam II,Sailing,,
Gambia,Athletics,23.25,-1976.75
Gambia,Boxing,24.0,-1976.0
Gambia,Judo,22.0,-1978.0
Gambia,Swimming,19.0,-1981.0
Gambia,Wrestling,29.0,-1971.0
Gem,Sailing,43.5,-1956.5
Gem II,Sailing,27.5,-1972.5
Gem III,Sailing,31.5,-1968.5
Gem IV,Sailing,36.0,-1964.0
Gem VII,Sailing,39.5,-1960.5
Georgia,Archery,29.72222222222222,-1970.2777777777778
Georgia,Athletics,26.695652173913043,-1973.304347826087
Georgia,Beach Volleyball,29.75,-1970.25
Georgia,Boxing,22.5,-1977.5
Georgia,Canoeing,22.0,-1978.0
Georgia,Cycling,24.0,-1976.0
Georgia,Diving,21.0,-1979.0
Georgia,Fencing,25.666666666666668,-1974.3333333333333
Georgia,Gymnastics,23.0,-1977.0
Georgia,Judo,24.26,-1975.74
Georgia,Karate,37.0,-1963.0
Georgia,Modern Pentathlon,32.0,-1968.0
Georgia,Rhythmic Gymnastics,18.75,-1981.25
Georgia,Sailing,45.0,-1955.0
Georgia,Shooting,36.04761904761905,-1963.952380952381
Georgia,Swimming,21.88888888888889,-1978.111111111111
Georgia,Tennis,25.2,-1974.8
Georgia,Trampolining,25.0,-1975.0
Georgia,Weightlifting,24.2,-1975.8
Georgia,Wrestling,26.054054054054053,-1973.945945945946
Germania II,Sailing,33.666666666666664,-1966.3333333333333
"Germania Ruder Club, Hamburg",Rowing,20.88888888888889,-1979.111111111111
"Germania Ruder Club, Hamburg-2",Rowing,20.4,-1979.6
Germany,Alpinism,24.5,-1975.5
Germany,Archery,26.72340425531915,-1973.276595744681
Germany,Art Competitions,45.89795918367347,-1954.1020408163265
Germany,Artistic Gymnastics,26.857142857142858,-1973.142857142857
Germany,Athletics,25.342709104367135,-1974.657290895633
Germany,Badminton,27.134615384615383,-1972.8653846153845
Germany,Basketball,26.91304347826087,-1973.0869565217392
Germany,Beach Volleyball,29.5,-1970.5
Germany,Boxing,23.855855855855857,-1976.144144144144
Germany,Canoe Slalom,28.25,-1971.75
Germany,Canoe Sprint,27.52,-1972.48
Germany,Canoeing,26.644194756554306,-1973.3558052434457
Germany,Cycling,25.97157622739018,-1974.0284237726098
Germany,Cycling BMX Freestyle,21.0,-1979.0
Germany,Cycling Mountain Bike,29.75,-1970.25
Germany,Cycling Road,29.083333333333332,-1970.9166666666667
Germany,Cycling Track,27.0,-1973.0
Germany,Diving,23.91764705882353,-1976.0823529411764
Germany,Equestrian,39.43478260869565,-1960.5652173913043
Germany,Equestrianism,34.8013468013468,-1965.1986531986531
Germany,Fencing,29.64516129032258,-1970.3548387096773
Germany,Figure Skating,23.666666666666668,-1976.3333333333333
